endpoint_key,json_path,observed_type,business_category,destination
purchase-order-line-items,$.cost_code.position,null,other,sidecar:primary
purchase-order-line-items,$.cost_code.sortable_code,string,identity,column:primary
purchase-order-line-items,$.cost_code.standard_cost_code_id,integer,identity,column:primary
purchase-order-line-items,$.cost_code.updated_at,string,date,column:primary
purchase-order-line-items,$.created_at,string,date,column:primary
purchase-order-line-items,$.currency_configuration,object,money,structural
purchase-order-line-items,$.currency_configuration.currency_iso_code,null,identity,column:primary
purchase-order-line-items,$.description,string,title,column:primary
purchase-order-line-items,$.extended_amount,string,money,column:primary
purchase-order-line-items,$.extended_type,string,other,column:primary
purchase-order-line-items,$.holder,object,other,structural
purchase-order-line-items,$.holder.holder_type,string,other,sidecar:primary
purchase-order-line-items,$.holder.id,integer,identity,column:primary
purchase-order-line-items,$.id,integer,identity,column:primary
purchase-order-line-items,$.line_item_type,object,other,structural
purchase-order-line-items,$.line_item_type.base_type,string,other,sidecar:primary
purchase-order-line-items,$.line_item_type.code,string,identity,column:primary
purchase-order-line-items,$.line_item_type.id,integer,identity,column:primary
purchase-order-line-items,$.line_item_type.name,string,title,column:primary
purchase-order-line-items,$.line_item_type.origin_id,string,identity,column:primary
purchase-order-line-items,$.origin_id,string,identity,column:primary
purchase-order-line-items,$.position,integer,other,column:primary
purchase-order-line-items,$.project,object,other,structural
purchase-order-line-items,$.project.id,integer,identity,column:primary
purchase-order-line-items,$.project.name,string,title,column:primary
purchase-order-line-items,$.quantity,string,quantity,column:primary
purchase-order-line-items,$.total_amount,string,money,column:primary
purchase-order-line-items,$.unit_cost,string,money,column:primary
purchase-order-line-items,$.uom,string,quantity,column:primary
purchase-order-line-items,$.updated_at,string,date,column:primary
purchase-order-line-items,$.wbs_code,object,identity,structural
purchase-order-line-items,$.wbs_code.description,string,title,column:primary
purchase-order-line-items,$.wbs_code.flat_code,string,identity,column:primary
purchase-order-line-items,$.wbs_code.id,integer,identity,column:primary
rfis,$,object,other,structural
rfis,$.assignee,object,person,column:primary
rfis,$.assignee.id,integer,identity,column:primary
rfis,$.assignee.locale,string,other,sidecar:primary
rfis,$.assignee.login,string,person,column:primary
rfis,$.assignee.name,string,title,column:primary
rfis,$.assignees,array,person,child:procore_ep_rfis_assignees
rfis,$.assignees[],object,person,structural
rfis,$.assignees[].id,integer,identity,column:$.assignees
rfis,$.assignees[].locale,string,other,column:$.assignees
rfis,$.assignees[].login,string,person,column:$.assignees
rfis,$.assignees[].name,string,title,column:$.assignees
rfis,$.assignees[].response_required,boolean,other,column:$.assignees
rfis,$.ball_in_court,object,person,column:primary
rfis,$.ball_in_court.id,integer,identity,column:primary
rfis,$.ball_in_court.locale,string,other,sidecar:primary
rfis,$.ball_in_court.login,string,person,column:primary
rfis,$.ball_in_court.name,string,title,column:primary
rfis,$.ball_in_courts,array,person,child:procore_ep_rfis_ball_in_courts
rfis,$.ball_in_courts[],object,person,structural
rfis,$.ball_in_courts[].id,integer,identity,column:$.ball_in_courts
rfis,$.ball_in_courts[].locale,string,other,column:$.ball_in_courts
rfis,$.ball_in_courts[].login,string,person,column:$.ball_in_courts
rfis,$.ball_in_courts[].name,string,title,column:$.ball_in_courts
rfis,$.connect_export_origin,null,other,column:primary
rfis,$.cost_code,object,identity,column:primary
rfis,$.cost_code.id,integer,identity,column:primary
rfis,$.cost_code.name,string,title,column:primary
rfis,$.cost_impact,object,money,structural
rfis,$.cost_impact.status,string,status,column:primary
rfis,$.cost_impact.value,string,money,column:primary
rfis,$.created_at,string,date,column:primary
rfis,$.created_by,object,person,structural
rfis,$.created_by.id,integer,identity,column:primary
rfis,$.created_by.login,string,person,column:primary
rfis,$.created_by.name,string,title,column:primary
rfis,$.current_revision,boolean,other,column:primary
rfis,$.custom_fields,object,custom_field,structural
rfis,$.due_date,string,date,column:primary
rfis,$.full_number,string,identity,column:primary
rfis,$.has_revisions,boolean,other,column:primary
rfis,$.id,integer,identity,column:primary
rfis,$.initiated_at,string,date,column:primary
rfis,$.link,string,other,column:primary
rfis,$.location,object,other,column:primary
rfis,$.location.created_at,string,date,column:primary
rfis,$.location.id,integer,identity,column:primary
rfis,$.location.name,string,title,column:primary
rfis,$.location.node_name,string,title,column:primary
rfis,$.location.parent_id,integer,identity,column:primary
rfis,$.location.updated_at,string,date,column:primary
rfis,$.location_id,integer,identity,column:primary
rfis,$.number,string,identity,column:primary
rfis,$.prefix,null,other,column:primary
rfis,$.priority,object,other,structural
rfis,$.priority.name,null,title,column:primary
rfis,$.priority.value,null,money,column:primary
rfis,$.private,boolean,status,column:primary
rfis,$.project_stage,object,status,column:primary
rfis,$.project_stage.default_stage,boolean,status,column:primary
rfis,$.project_stage.dependent_projects,integer,other,sidecar:primary
rfis,$.project_stage.formatted_name,string,title,column:primary
rfis,$.project_stage.formatted_parent_name,null,title,column:primary
rfis,$.project_stage.id,integer,identity,column:primary
rfis,$.project_stage.is_concept_stage,boolean,status,column:primary
rfis,$.project_stage.name,string,title,column:primary
rfis,$.project_stage.parent_id,null,identity,column:primary
rfis,$.project_stage.procore_category,boolean,other,sidecar:primary
rfis,$.proposed_solution,string,other,column:primary
rfis,$.questions,array,title,child:procore_ep_rfis_questions
rfis,$.questions[],object,title,structural
rfis,$.questions[].body,string,title,column:$.questions
rfis,$.questions[].errors,object,other,structural
rfis,$.questions[].id,integer,identity,column:$.questions
rfis,$.received_from,object,other,column:primary
rfis,$.received_from.id,integer,identity,column:primary
rfis,$.received_from.login,string,person,column:primary
rfis,$.received_from.name,string,title,column:primary
rfis,$.reference,string,other,column:primary
rfis,$.responsible_contractor,object,person,column:primary
rfis,$.responsible_contractor.id,integer,identity,column:primary
rfis,$.responsible_contractor.name,string,title,column:primary
rfis,$.revision,string,other,column:primary
rfis,$.rfi_manager,object,person,structural
rfis,$.rfi_manager.id,integer,identity,column:primary
rfis,$.rfi_manager.login,string,person,column:primary
rfis,$.rfi_manager.name,string,title,column:primary
rfis,$.schedule_impact,object,other,structural
rfis,$.schedule_impact.status,string,status,column:primary
rfis,$.schedule_impact.value,null,money,column:primary
rfis,$.source_rfi_header_id,integer,identity,column:primary
rfis,$.specification_section_id,integer,identity,column:primary
rfis,$.status,string,status,column:primary
rfis,$.sub_job,object,other,column:primary
rfis,$.sub_job.code,string,identity,column:primary
rfis,$.sub_job.id,integer,identity,column:primary
rfis,$.sub_job.name,string,title,column:primary
rfis,$.subject,string,title,column:primary
rfis,$.time_resolved,string,other,column:primary
rfis,$.translated_status,string,status,column:primary
rfis,$.updated_at,string,date,column:primary
rfqs,$,object,other,structural
rfqs,$.assigned,object,attachment,structural
rfqs,$.assigned.id,integer,identity,column:primary
rfqs,$.assigned.login,string,person,column:primary
rfqs,$.assigned.name,string,title,column:primary
rfqs,$.attachments,array,attachment,child:procore_ep_rfqs_attachments
rfqs,$.attachments[],object,attachment,structural
rfqs,$.attachments[].filename,string,attachment,column:$.attachments
rfqs,$.attachments[].id,integer,identity,column:$.attachments
rfqs,$.attachments[].name,string,title,column:$.attachments
rfqs,$.attachments[].url,string,attachment,column:$.attachments
rfqs,$.change_event,object,other,structural
rfqs,$.change_event.alphanumeric_number,string,identity,column:primary
rfqs,$.change_event.attachments,array,attachment,child:procore_ep_rfqs_change_event_attachments
rfqs,$.change_event.attachments[],object,attachment,structural
rfqs,$.change_event.attachments[].filename,string,attachment,column:$.change_event.attachments
rfqs,$.change_event.attachments[].id,integer,identity,column:$.change_event.attachments
rfqs,$.change_event.attachments[].name,string,title,column:$.change_event.attachments
rfqs,$.change_event.attachments[].url,string,attachment,column:$.change_event.attachments
rfqs,$.change_event.change_event_line_items,array,other,child:procore_ep_rfqs_change_event_change_event_line_items
rfqs,$.change_event.change_event_line_items[],object,other,structural
rfqs,$.change_event.change_event_line_items[].biller,object,other,structural
rfqs,$.change_event.change_event_line_items[].biller.guid,string,identity,column:$.change_event.change_event_line_items
